COUNTY_FIPS,STATE,REQUIRED_SPECIALTY,DISEASE,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES,AREA_PROVIDER_COUNT,AREA_TOTAL_BENEFICIARIES,DEMAND_PROXY,AREA_TOTAL_SERVICES,BENEFICIARIES_PER_PROVIDER,DEMAND_PER_PROVIDER,REQUIRED_PROVIDERS,PROVIDER_SHORTAGE,ADEQUACY_SCORE,DEMAND_PRESSURE_SCORE,SERVICES_PER_BENEFICIARY,UTILIZATION_PRESSURE_SCORE,AREA_RISK_SCORE,RISK_SCORE,ACCESS_LEVEL,RECOMMENDED_ADDITIONAL_PROVIDERS,SUPPLY_SHARE_OF_AREA,SERVICE_CAPACITY_PER_PROVIDER,BENEFICIARIES_PER_SUPPLIED_PROVIDER,SERVICE_INTENSITY,SUPPLY_CAPACITY_RATIO,SUPPLY_PRESSURE_SCORE
26049,MI,Pulmonary,Respiratory Disease,1,6986,31737.3,7,39925,39925.0,159944.2,5703.571428571428,5703.571428571428,7,0,100.0,32.0,4.0061,96.0,66.75,32.41,ADEQUATE,0,0.174978,31737.3,6986.0,4.543,0.198427,69.27
26049,MI,Pulmonary,Respiratory Disease,1,5238,25003.8,7,39925,39925.0,159944.2,5703.571428571428,5703.571428571428,7,0,100.0,32.0,4.0061,96.0,66.75,32.41,ADEQUATE,0,0.131196,25003.8,5238.0,4.7735,0.156328,33.05
26049,MI,Pulmonary,Respiratory Disease,1,6242,19221.9,7,39925,39925.0,159944.2,5703.571428571428,5703.571428571428,7,0,100.0,32.0,4.0061,96.0,66.75,32.41,ADEQUATE,0,0.156343,19221.9,6242.0,3.0794,0.120179,55.82
26049,MI,Pulmonary,Respiratory Disease,1,4607,12385.8,7,39925,39925.0,159944.2,5703.571428571428,5703.571428571428,7,0,100.0,32.0,4.0061,96.0,66.75,32.41,ADEQUATE,0,0.115391,12385.8,4607.0,2.6885,0.077438,20.75
26049,MI,Rheumatology,Arthritis,1,9345,35978.3,6,57149,57149.0,196412.2,9524.833333333334,9524.833333333334,9,3,66.67,92.0,3.4368,2.67,28.99,42.75,LOW GAP,3,0.16352,35978.3,9345.0,3.85,0.183178,92.0
26049,MI,Rheumatology,Arthritis,1,10803,45141.4,6,57149,57149.0,196412.2,9524.833333333334,9524.833333333334,9,3,66.67,92.0,3.4368,2.67,28.99,42.75,LOW GAP,3,0.189032,45141.4,10803.0,4.1786,0.22983,97.1
26049,MI,Rheumatology,Arthritis,1,9771,26826.1,6,57149,57149.0,196412.2,9524.833333333334,9524.833333333334,9,3,66.67,92.0,3.4368,2.67,28.99,42.75,LOW GAP,3,0.170974,26826.1,9771.0,2.7455,0.136581,93.45
26049,MI,Rheumatology,Arthritis,1,11093,35891.7,6,57149,57149.0,196412.2,9524.833333333334,9524.833333333334,9,3,66.67,92.0,3.4368,2.67,28.99,42.75,LOW GAP,3,0.194107,35891.7,11093.0,3.2355,0.182737,98.0
26049,MI,Rheumatology,Arthritis,1,10125,32297.4,6,57149,57149.0,196412.2,9524.833333333334,9524.833333333334,9,3,66.67,92.0,3.4368,2.67,28.99,42.75,LOW GAP,3,0.177168,32297.4,10125.0,3.1899,0.164437,94.55
26049,MI,Rheumatology,Arthritis,1,6012,20277.3,6,57149,57149.0,196412.2,9524.833333333334,9524.833333333334,9,3,66.67,92.0,3.4368,2.67,28.99,42.75,LOW GAP,3,0.105199,20277.3,6012.0,3.3728,0.103238,51.2
26077,MI,Cardiology,Heart Disease,1,4376,12903.4,5,25171,25171.0,88569.90000000001,5034.2,5034.2,4,0,100.0,13.33,3.5187,45.33,100.0,25.13,ADEQUATE,0,0.173851,12903.4,4376.0,2.9487,0.145686,16.08
26077,MI,Cardiology,Heart Disease,1,5810,20122.2,5,25171,25171.0,88569.90000000001,5034.2,5034.2,4,0,100.0,13.33,3.5187,45.33,100.0,25.13,ADEQUATE,0,0.230821,20122.2,5810.0,3.4634,0.22719,46.85
26077,MI,Cardiology,Heart Disease,1,4803,17766.9,5,25171,25171.0,88569.90000000001,5034.2,5034.2,4,0,100.0,13.33,3.5187,45.33,100.0,25.13,ADEQUATE,0,0.190815,17766.9,4803.0,3.6991,0.200597,24.5
26077,MI,Cardiology,Heart Disease,1,5600,25859.8,5,25171,25171.0,88569.90000000001,5034.2,5034.2,4,0,100.0,13.33,3.5187,45.33,100.0,25.13,ADEQUATE,0,0.222478,25859.8,5600.0,4.6178,0.291971,41.8
26077,MI,Cardiology,Heart Disease,1,4582,11917.6,5,25171,25171.0,88569.90000000001,5034.2,5034.2,4,0,100.0,13.33,3.5187,45.33,100.0,25.13,ADEQUATE,0,0.182035,11917.6,4582.0,2.601,0.134556,20.1
26077,MI,Endocrinology,Diabetes,1,7063,30027.6,5,31412,31412.0,121947.3,6282.4,6282.4,5,0,100.0,49.33,3.8822,6.67,78.11,25.05,ADEQUATE,0,0.22485,30027.6,7063.0,4.2514,0.246234,70.6
26077,MI,Endocrinology,Diabetes,1,7454,31625.7,5,31412,31412.0,121947.3,6282.4,6282.4,5,0,100.0,49.33,3.8822,6.67,78.11,25.05,ADEQUATE,0,0.237298,31625.7,7454.0,4.2428,0.259339,76.75
26077,MI,Endocrinology,Diabetes,1,7953,26597.1,5,31412,31412.0,121947.3,6282.4,6282.4,5,0,100.0,49.33,3.8822,6.67,78.11,25.05,ADEQUATE,0,0.253183,26597.1,7953.0,3.3443,0.218103,81.2
26077,MI,Endocrinology,Diabetes,1,4752,14414.3,5,31412,31412.0,121947.3,6282.4,6282.4,5,0,100.0,49.33,3.8822,6.67,78.11,25.05,ADEQUATE,0,0.15128,14414.3,4752.0,3.0333,0.118201,23.3
26077,MI,Endocrinology,Diabetes,1,4190,19282.6,5,31412,31412.0,121947.3,6282.4,6282.4,5,0,100.0,49.33,3.8822,6.67,78.11,25.05,ADEQUATE,0,0.133389,19282.6,4190.0,4.6021,0.158122,13.3
26077,MI,Psychiatry,Mental Health Disorders,1,7359,18229.1,4,35035,35035.0,125289.2,8758.75,8758.75,6,2,66.67,88.0,3.5761,97.33,0.0,51.6,LOW GAP,2,0.210047,18229.1,7359.0,2.4771,0.145496,75.0
26077,MI,Psychiatry,Mental Health Disorders,1,9332,36944.4,4,35035,35035.0,125289.2,8758.75,8758.75,6,2,66.67,88.0,3.5761,97.33,0.0,51.6,LOW GAP,2,0.266362,36944.4,9332.0,3.9589,0.294873,91.85
26077,MI,Psychiatry,Mental Health Disorders,1,8874,28795.5,4,35035,35035.0,125289.2,8758.75,8758.75,6,2,66.67,88.0,3.5761,97.33,0.0,51.6,LOW GAP,2,0.25329,28795.5,8874.0,3.2449,0.229832,89.75
26077,MI,Psychiatry,Mental Health Disorders,1,9470,41320.2,4,35035,35035.0,125289.2,8758.75,8758.75,6,2,66.67,88.0,3.5761,97.33,0.0,51.6,LOW GAP,2,0.270301,41320.2,9470.0,4.3633,0.329799,92.55
26077,MI,Pulmonary,Respiratory Disease,1,4669,11367.7,4,28262,28262.0,92252.2,7065.5,7065.5,5,1,80.0,66.67,3.2642,5.33,23.72,30.02,ADEQUATE,1,0.165204,11367.7,4669.0,2.4347,0.123224,21.65
26077,MI,Pulmonary,Respiratory Disease,1,7541,19622.3,4,28262,28262.0,92252.2,7065.5,7065.5,5,1,80.0,66.67,3.2642,5.33,23.72,30.02,ADEQUATE,1,0.266825,19622.3,7541.0,2.6021,0.212703,77.85
26077,MI,Pulmonary,Respiratory Disease,1,7607,29506.4,4,28262,28262.0,92252.2,7065.5,7065.5,5,1,80.0,66.67,3.2642,5.33,23.72,30.02,ADEQUATE,1,0.26916,29506.4,7607.0,3.8788,0.319845,78.55
26077,MI,Pulmonary,Respiratory Disease,1,8445,31755.8,4,28262,28262.0,92252.2,7065.5,7065.5,5,1,80.0,66.67,3.2642,5.33,23.72,30.02,ADEQUATE,1,0.298811,31755.8,8445.0,3.7603,0.344228,86.1
26077,MI,Rheumatology,Arthritis,1,7621,26935.0,4,32314,32314.0,103095.3,8078.5,8078.5,6,2,66.67,77.33,3.1904,61.33,41.29,49.72,LOW GAP,2,0.235842,26935.0,7621.0,3.5343,0.261263,78.65
26077,MI,Rheumatology,Arthritis,1,6424,25560.3,4,32314,32314.0,103095.3,8078.5,8078.5,6,2,66.67,77.33,3.1904,61.33,41.29,49.72,LOW GAP,2,0.198799,25560.3,6424.0,3.9789,0.247929,59.32
26077,MI,Rheumatology,Arthritis,1,10496,28932.0,4,32314,32314.0,103095.3,8078.5,8078.5,6,2,66.67,77.33,3.1904,61.33,41.29,49.72,LOW GAP,2,0.324813,28932.0,10496.0,2.7565,0.280634,96.3
26077,MI,Rheumatology,Arthritis,1,7773,21668.0,4,32314,32314.0,103095.3,8078.5,8078.5,6,2,66.67,77.33,3.1904,61.33,41.29,49.72,LOW GAP,2,0.240546,21668.0,7773.0,2.7876,0.210174,79.8
26099,MI,Cardiology,Heart Disease,1,6563,25887.3,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.078443,25887.3,6563.0,3.9444,0.082522,61.75
26099,MI,Cardiology,Heart Disease,1,3737,17305.9,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.044666,17305.9,3737.0,4.631,0.055167,6.55
26099,MI,Cardiology,Heart Disease,1,5101,20474.5,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.060969,20474.5,5101.0,4.0138,0.065267,29.7
26099,MI,Cardiology,Heart Disease,1,4047,11444.6,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.048371,11444.6,4047.0,2.8279,0.036482,10.48
26099,MI,Cardiology,Heart Disease,1,4343,12441.1,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.051909,12441.1,4343.0,2.8646,0.039659,15.6
26099,MI,Cardiology,Heart Disease,1,5872,24727.6,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.070184,24727.6,5872.0,4.2111,0.078825,47.85
26099,MI,Cardiology,Heart Disease,1,5690,26608.6,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.068009,26608.6,5690.0,4.6764,0.084821,43.82
26099,MI,Cardiology,Heart Disease,1,3981,9630.1,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.047582,9630.1,3981.0,2.419,0.030698,9.32
26099,MI,Cardiology,Heart Disease,1,6940,26926.2,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.082949,26926.2,6940.0,3.8799,0.085834,68.4
26099,MI,Cardiology,Heart Disease,1,4637,18412.6,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.055423,18412.6,4637.0,3.9708,0.058694,21.1
26099,MI,Cardiology,Heart Disease,1,4473,15542.9,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.053463,15542.9,4473.0,3.4748,0.049547,18.12
26099,MI,Cardiology,Heart Disease,1,5490,21944.6,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.065618,21944.6,5490.0,3.9972,0.069954,39.35
26099,MI,Cardiology,Heart Disease,1,6871,22446.3,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.082124,22446.3,6871.0,3.2668,0.071553,67.4
26099,MI,Cardiology,Heart Disease,1,6193,23967.5,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.074021,23967.5,6193.0,3.8701,0.076402,54.82
26099,MI,Cardiology,Heart Disease,1,6164,24650.7,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.073674,24650.7,6164.0,3.9991,0.07858,54.3
26099,MI,Cardiology,Heart Disease,1,3564,11291.9,16,83666,83666.0,313702.4,5229.125,5229.125,14,0,100.0,20.0,3.7495,49.33,58.06,21.11,ADEQUATE,0,0.042598,11291.9,3564.0,3.1683,0.035996,4.18
26099,MI,Endocrinology,Diabetes,1,7825,32737.8,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.075538,32737.8,7825.0,4.1837,0.08785,80.15
26099,MI,Endocrinology,Diabetes,1,8404,24204.8,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.081128,24204.8,8404.0,2.8802,0.064952,85.6
26099,MI,Endocrinology,Diabetes,1,8150,27566.4,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.078676,27566.4,8150.0,3.3824,0.073973,83.22
26099,MI,Endocrinology,Diabetes,1,6773,19996.7,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.065383,19996.7,6773.0,2.9524,0.05366,65.7
26099,MI,Endocrinology,Diabetes,1,4532,15375.9,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.043749,15375.9,4532.0,3.3927,0.04126,19.05
26099,MI,Endocrinology,Diabetes,1,5353,20892.6,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.051675,20892.6,5353.0,3.903,0.056064,35.6
26099,MI,Endocrinology,Diabetes,1,5273,20097.1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.050903,20097.1,5273.0,3.8113,0.053929,33.58
26099,MI,Endocrinology,Diabetes,1,5350,20822.5,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.051646,20822.5,5350.0,3.8921,0.055876,35.5
26099,MI,Endocrinology,Diabetes,1,5668,24898.6,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.054716,24898.6,5668.0,4.3928,0.066814,43.2
26099,MI,Endocrinology,Diabetes,1,6081,24030.1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.058703,24030.1,6081.0,3.9517,0.064483,52.42
26099,MI,Endocrinology,Diabetes,1,4917,20961.1,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.047466,20961.1,4917.0,4.263,0.056248,26.35
26099,MI,Endocrinology,Diabetes,1,7498,22812.2,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.072382,22812.2,7498.0,3.0424,0.061215,77.48
26099,MI,Endocrinology,Diabetes,1,5594,15601.8,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.054001,15601.8,5594.0,2.789,0.041867,41.72
26099,MI,Endocrinology,Diabetes,1,7214,22813.5,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.06964,22813.5,7214.0,3.1624,0.061219,72.75
26099,MI,Endocrinology,Diabetes,1,6878,21574.6,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.066396,21574.6,6878.0,3.1368,0.057894,67.55
26099,MI,Endocrinology,Diabetes,1,8080,38269.7,16,103590,103590.0,372655.4,6474.375,6474.375,17,1,94.12,52.0,3.5974,90.67,54.98,37.49,ADEQUATE,1,0.078,38269.7,8080.0,4.7363,0.102695,82.48
26099,MI,Psychiatry,Mental Health Disorders,1,7009,27340.4,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.053557,27340.4,7009.0,3.9008,0.055907,69.62
26099,MI,Psychiatry,Mental Health Disorders,1,8437,29397.4,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.064469,29397.4,8437.0,3.4843,0.060113,85.98
26099,MI,Psychiatry,Mental Health Disorders,1,13011,39842.5,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.09942,39842.5,13011.0,3.0622,0.081472,99.9
26099,MI,Psychiatry,Mental Health Disorders,1,12826,49649.5,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.098006,49649.5,12826.0,3.871,0.101526,99.85
26099,MI,Psychiatry,Mental Health Disorders,1,8549,34899.8,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.065325,34899.8,8549.0,4.0823,0.071365,87.38
26099,MI,Psychiatry,Mental Health Disorders,1,12663,41263.1,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.096761,41263.1,12663.0,3.2586,0.084377,99.7
26099,MI,Psychiatry,Mental Health Disorders,1,8960,40330.6,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.068465,40330.6,8960.0,4.5012,0.08247,90.15
26099,MI,Psychiatry,Mental Health Disorders,1,9170,34440.5,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.07007,34440.5,9170.0,3.7558,0.070426,91.3
26099,MI,Psychiatry,Mental Health Disorders,1,11797,36920.5,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.090144,36920.5,11797.0,3.1297,0.075497,99.2
26099,MI,Psychiatry,Mental Health Disorders,1,8775,40206.7,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.067052,40206.7,8775.0,4.582,0.082217,88.7
26099,MI,Psychiatry,Mental Health Disorders,1,8825,32440.4,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.067434,32440.4,8825.0,3.676,0.066336,89.25
26099,MI,Psychiatry,Mental Health Disorders,1,9303,40774.5,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.071086,40774.5,9303.0,4.3829,0.083378,91.7
26099,MI,Psychiatry,Mental Health Disorders,1,11544,41527.8,13,130869,130869.0,489033.7,10066.846153846154,10066.846153846154,21,8,61.9,97.33,3.7368,37.33,39.45,52.99,LOW GAP,8,0.08821,41527.8,11544.0,3.5973,0.084918,98.9
26099,MI,Pulmonary,Respiratory Disease,1,7117,32794.2,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.5709,85.33,34.42,29.96,ADEQUATE,0,0.075552,32794.2,7117.0,4.6079,0.097492,71.5
26099,MI,Pulmonary,Respiratory Disease,1,6171,15999.5,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.5709,85.33,34.42,29.96,ADEQUATE,0,0.06551,15999.5,6171.0,2.5927,0.047564,54.35
26099,MI,Pulmonary,Respiratory Disease,1,6146,21818.0,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.5709,85.33,34.42,29.96,ADEQUATE,0,0.065244,21818.0,6146.0,3.55,0.064861,53.85
26099,MI,Pulmonary,Respiratory Disease,1,4890,20061.1,15,94200,94200.0,336379.1,6280.0,6280.0,15,0,100.0,48.0,3.5709,85.33,34.42,29.96,ADEQUATE,0,0.051911,20061.1,4890.0,4.1025,0.059638,26.05
